#
#     Data from population synthesis for run4
#
# By Ylva Gotberg, 2023-10-03
#
# Initial conditions:
#   Using the single star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/ to determine the radii of donors at different evolutionary stages
#   This means that we assume metallicity, Z=0.006
#   Using the lifetimes of stars from single star models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/
#   IMF: Kroupa, M_min = 0.1 Msun, M_max = 100.0 Msun 
# We assume the star-formation type: constant, with a star-formation rate of 0.2 Msun/yr
# This file contains the information about the stars that are present in the population after 100000000.0 years
#   fbin:constant
#   q distribution: flat, 0.1 < q < 1.0
#   P distribution: Sana+12 for M1>15 Msun and Opik24 for M1<15 Msun
#
# Physical assumptions:
#   Critical mass ratio for the donor main sequence, q_crit_MS=0.65
#   Critical mass ratio for the donor Hertzsprung gap, q_crit_HG=0.4
#   Using the alpha-prescription for common envelope evolution
#   alpha_CE = 1.0, lambda_CE = 0.5
#   Using the binary star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/ to determine the masses and radii of stripped stars
#   Stripped stars can only be formed from donor stars with 2.0 < M1init/Msun < 100.0
#   Actually, we assume that binary interaction only can occur in the above mass range.
#   For stripped stars we set the total lifetime to tau_MS+tau_strip, where the duration of the stripped phases (tau_strip) come from the binary models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/
#   Mass transfer efficiency is set to beta_MS = 1.0, beta_HG = 0.0, beta_HG_CEE = 0.0
#   For mergers, we assume that their final mass is M1init+M2init
#   The final period is set by the treatment of angular momentum during interaction, we ignore the effect of wind mass loss on the period.
#   We use the isotropic_reemission setting for the treatment of angular momentum.
#   For common envelope, the period is set in the alpha prescription
#   Rejuvenation of mass gainers and MSMS mergers is set by Tout97
#   HGMS mergers are not rejuvenated, but their lifetimes are adapted to the new mass
#
# Even though the full population synthesis accounts for the full mass range from 0.1 to 100.0 Msun, 
# I will only keep the stars with initial masses (Minit or M1init) between 2.0 and 100.0 Msun.
# I am ignoring single stars that died and binaries in which at least the primary died.
# I show dead secondaries as long as the primary is still alive
# For the star state: 1 - main-sequence star, 2 - stripped star, 3 - post main-sequence star, 4 - compact object, 51 - merger product in MS stage.
#
# Star_ID 	 Star_state_m1 	 Star_state_m2 	 Evolution 	 M1init 	 M2init 	 Pinit 	 Pcurrent 	 log_Teff_1 	 log_Teff_2 	 log_L_1 	 log_L_2 	 center_he4_1 	 center_he4_2 	 center_h1_1 	 center_h1_2 	 log_Lnuc_1 	 log_Lnuc_2 	 he_core_mass_1 	 he_core_mass_2 	 log_R_1 	 log_R_2 	 star_age_1 	 star_age_2 	 log_g_1 	 log_g_2 	 star_mass_1 	 star_mass_2 	 surface_n14_1 	 surface_n14_2 	 surface_c12_1 	 surface_c12_2 	 surface_o16_1 	 surface_o16_2 	 surf_avg_v_rot_1 	 surf_avg_v_rot_2 	 surface_h1_1 	 surface_h1_2 	 surface_he4_1 	 surface_he4_2 	 log_abs_mdot_1 	 log_abs_mdot_2
35370	1	1	strip_RLOF_MS	    3.03942	    2.04382	    0.81290	    0.81290 	    4.14789 	    4.03703 	    2.03317 	    1.38360 	    0.27472 	    0.26122 	    0.71924 	    0.73261 	    2.03372 	    1.38399 	    0.00000 	    0.00000 	    0.24407 	    0.14100 	 20804748.50321 	 20631466.63855 	    4.43198 	    4.46601 	    3.03756 	    2.04402 	    0.00014 	    0.00003 	    0.00053 	    0.00013 	    0.00100 	    0.00011 	    0.00000 	    0.00000 	    0.84462 	    0.94163 	    0.15331 	    0.05809 	  -12.42097 	  -13.25418
35376	1	1	strip_CEE_HG	    8.22767	    6.64518	  533.63317	  533.63317 	    4.36239 	    4.32913 	    3.72259 	    3.32872 	    0.57296 	    0.43224 	    0.42120 	    0.56192 	    3.72295 	    3.32903 	    0.00000 	    0.00000 	    0.65977 	    0.52936 	 24517114.95766 	 24470946.56824 	    4.03191 	    4.20156 	    8.19862 	    6.64411 	    0.00030 	    0.00030 	    0.00102 	    0.00102 	    0.00280 	    0.00280 	    0.00000 	    0.00000 	    0.74200 	    0.74200 	    0.25197 	    0.25197 	   -8.71308 	   -9.49840
35395	1	1	strip_RLOF_HG	    5.80237	    5.57529	   46.71023	   46.71023 	    4.22267 	    4.24065 	    3.38849 	    3.27558 	    0.84016 	    0.74331 	    0.15401 	    0.25085 	    3.38913 	    3.27610 	    0.00000 	    0.00000 	    0.77217 	    0.67976 	 69934224.22128 	 69767008.87015 	    3.65586 	    3.82392 	    5.79179 	    5.57081 	    0.00030 	    0.00028 	    0.00100 	    0.00096 	    0.00267 	    0.00248 	    0.00000 	    0.00000 	    0.74593 	    0.75580 	    0.24830 	    0.23890 	   -9.41336 	   -9.64554
35401	1	1	merger_MS	    2.66622	    1.31776	    0.83010	    0.83010 	    4.10464 	    3.93005 	    1.86178 	    0.81093 	    0.32963 	    0.26637 	    0.66443 	    0.72739 	    1.86210 	    0.81063 	    0.00000 	    0.00000 	    0.24487 	    0.06861 	 94537505.00208 	 56403913.48510 	    4.37421 	    4.46016 	    2.66869 	    1.31442 	    0.00007 	    0.00000 	    0.00026 	    0.00020 	    0.00046 	   -0.00007 	    0.00000 	    0.00000 	    0.91557 	    0.87148 	    0.08350 	    0.12837 	  -13.25106 	   -9.31064
35421	1	1	merger_HG	    2.16016	    1.16186	   12.70887	   12.70887 	    4.05365 	    3.90498 	    1.47707 	    0.67763 	    0.26339 	    0.25454 	    0.73045 	    0.73927 	    1.47758 	    0.67711 	    0.00000 	    0.00000 	    0.15449 	    0.05212 	 22797071.66981 	 11249040.96914 	    4.46316 	    4.46081 	    2.16094 	    1.15778 	    0.00002 	    0.00007 	    0.00006 	    0.00066 	    0.00008 	   -0.00003 	    0.00000 	    0.00000 	    0.97012 	    0.78597 	    0.02971 	    0.21328 	  -13.83395 	  -11.23213
35428	1	1	strip_RLOF_MS	    3.75307	    3.12335	    2.03451	    2.03451 	    4.18525 	    4.14390 	    2.49023 	    2.14225 	    0.45702 	    0.37319 	    0.53713 	    0.62092 	    2.49054 	    2.14255 	    0.00000 	    0.00000 	    0.39788 	    0.30658 	 97096849.87664 	 97292782.94786 	    4.21602 	    4.31873 	    3.75254 	    3.12285 	    0.00013 	    0.00015 	    0.00051 	    0.00058 	    0.00083 	    0.00106 	    0.00000 	    0.00000 	    0.84834 	    0.84771 	    0.14991 	    0.15005 	  -11.52198 	  -12.15691
35558	1	1	strip_RLOF_MS	    6.03758	    5.49043	    1.94044	    1.94044 	    4.28055 	    4.27359 	    3.33295 	    3.12463 	    0.64410 	    0.53780 	    0.35006 	    0.45636 	    3.33338 	    3.12497 	    0.00000 	    0.00000 	    0.62863 	    0.53840 	 51816922.53429 	 51838532.70503 	    3.96073 	    4.10056 	    6.02749 	    5.49045 	    0.00030 	    0.00024 	    0.00102 	    0.00085 	    0.00280 	    0.00214 	    0.00000 	    0.00000 	    0.74200 	    0.77615 	    0.25197 	    0.21945 	   -9.48531 	   -9.99344
35596	1	1	not_interacting	    8.82165	    3.35166	 1412.45759	 1412.45759 	    4.39797 	    4.17774 	    3.64948 	    2.18152 	    0.33204 	    0.26176 	    0.66209 	    0.73214 	    3.64979 	    2.18242 	    0.00000 	    0.00000 	    0.55205 	    0.25855 	 6914367.96169 	 6941712.56439 	    4.27903 	    4.44606 	    8.82271 	    3.35394 	    0.00030 	    0.00017 	    0.00102 	    0.00064 	    0.00280 	    0.00126 	    0.00000 	    0.00000 	    0.74200 	    0.81744 	    0.25197 	    0.17995 	   -9.82619 	  -12.00719
35745	1	1	merger_MS	    2.96634	    0.98002	    0.82490	    0.82490 	    4.14245 	    3.87712 	    1.99219 	    0.53061 	    0.27001 	    0.25310 	    0.72392 	    0.74072 	    1.99281 	    0.53012 	    0.00000 	    0.00000 	    0.23446 	    0.03433 	 17364469.46929 	 6204120.53163 	    4.44070 	    4.45868 	    2.96406 	    0.97505 	    0.00014 	    0.00015 	    0.00052 	    0.00098 	    0.00096 	    0.00128 	    0.00000 	    0.00000 	    0.84783 	    0.71577 	    0.15020 	    0.28134 	  -12.53024 	  -11.34575
35790	1	1	not_interacting	    2.33629	    0.42004	 1576.40997	 1576.40997 	    4.07277 	    3.79129 	    1.61686 	    0.07679 	    0.28312 	    0.25180 	    0.71082 	    0.74202 	    1.61729 	    0.08338 	    0.00000 	    0.00000 	    0.18615 	   -0.02093 	 53301239.11978 	 2662997.28137 	    4.43410 	    4.45302 	    2.33911 	    0.41235 	    0.00002 	    0.00030 	    0.00007 	    0.00133 	    0.00016 	    0.00280 	    0.00000 	    0.00000 	    0.97318 	    0.67235 	    0.02654 	    0.32105 	  -14.88451 	  -10.83235
35819	1	1	not_interacting	    3.16501	    0.43936	  639.32883	  639.32883 	    4.14805 	    3.79475 	    2.15985 	    0.09753 	    0.36758 	    0.25231 	    0.62654 	    0.74151 	    2.16015 	    0.09709 	    0.00000 	    0.00000 	    0.30708 	   -0.01747 	 90405775.65286 	 5284950.33618 	    4.32360 	    4.45011 	    3.16521 	    0.43176 	    0.00013 	    0.00018 	    0.00053 	    0.00111 	    0.00089 	    0.00129 	    0.00000 	    0.00000 	    0.85583 	    0.67628 	    0.14229 	    0.32041 	  -12.18139 	  -10.63100
35855	1	 - 	 single 	  19.24866	 - 	 - 	 - 	    4.54844 	 - 	    4.59974 	 - 	    0.28670 	 - 	    0.70739 	 - 	    4.60016 	 - 	    0.00000 	 - 	    0.72626 	 - 	 895428.43537 	 - 	    4.26897 	 - 	   19.23648 	 - 	    0.00030 	 - 	    0.00102 	 - 	    0.00280 	 - 	    0.00000 	 - 	    0.74200 	 - 	    0.25197 	 - 	   -7.88765 	 -
35890	1	1	not_interacting	    2.48807	    0.57725	  263.59400	  263.59400 	    4.09946 	    3.83050 	    1.70626 	    0.29448 	    0.25368 	    0.25144 	    0.74015 	    0.74239 	    1.70680 	    0.26883 	    0.00000 	    0.00000 	    0.17748 	    0.00950 	 1691161.66475 	    0.00000 	    4.47914 	    4.42478 	    2.49199 	    0.57032 	    0.00018 	    0.00027 	    0.00068 	    0.00099 	    0.00143 	    0.00239 	    0.00000 	    0.00000 	    0.81774 	    0.71293 	    0.17938 	    0.28129 	  -12.94556 	  -11.96447
35891	1	1	not_interacting	    3.10078	    0.61879	  586.43734	  586.43734 	    4.14672 	    3.82232 	    2.09542 	    0.24242 	    0.32187 	    0.25290 	    0.67220 	    0.74092 	    2.09574 	    0.24170 	    0.00000 	    0.00000 	    0.27753 	   -0.00017 	 59927938.90146 	 7355495.61037 	    4.37368 	    4.45274 	    3.09993 	    0.61206 	    0.00012 	    0.00016 	    0.00048 	    0.00113 	    0.00082 	    0.00136 	    0.00000 	    0.00000 	    0.86127 	    0.67330 	    0.13702 	    0.32353 	  -12.30396 	  -10.72918
36032	1	 - 	 single 	   7.84563	 - 	 - 	 - 	    4.34016 	 - 	    3.70497 	 - 	    0.64809 	 - 	    0.34608 	 - 	    3.70540 	 - 	    0.00000 	 - 	    0.69543 	 - 	 30863682.93527 	 - 	    3.93934 	 - 	    7.81308 	 - 	    0.00030 	 - 	    0.00102 	 - 	    0.00280 	 - 	    0.00000 	 - 	    0.74200 	 - 	    0.25197 	 - 	   -8.74780 	 -
36051	1	1	merger_HG	    2.34823	    1.34110	   40.22433	   40.22433 	    4.08102 	    3.93190 	    1.61210 	    0.81868 	    0.25673 	    0.25329 	    0.73711 	    0.74053 	    1.61273 	    0.81841 	    0.00000 	    0.00000 	    0.16726 	    0.06881 	 7230155.32780 	 5053227.75634 	    4.47414 	    4.46462 	    2.35123 	    1.33788 	    0.00010 	    0.00015 	    0.00038 	    0.00084 	    0.00068 	    0.00119 	    0.00000 	    0.00000 	    0.88517 	    0.75823 	    0.11347 	    0.23917 	  -13.34390 	  -11.96206
36135	1	1	strip_RLOF_MS	    6.12056	    5.91978	    2.35039	    2.35039 	    4.31146 	    4.30452 	    3.19207 	    3.13419 	    0.40933 	    0.39658 	    0.58482 	    0.59757 	    3.19237 	    3.13449 	    0.00000 	    0.00000 	    0.49638 	    0.48132 	 26149840.77660 	 26191745.25849 	    4.23137 	    4.24700 	    6.11669 	    5.91677 	    0.00030 	    0.00028 	    0.00102 	    0.00096 	    0.00280 	    0.00258 	    0.00000 	    0.00000 	    0.74200 	    0.75183 	    0.25197 	    0.24266 	   -9.77169 	   -9.92054
36177	1	1	not_interacting	    4.61290	    0.86683	  340.93534	  340.93534 	    4.24180 	    3.86038 	    2.78387 	    0.44262 	    0.42297 	    0.25443 	    0.57118 	    0.73937 	    2.78417 	    0.44184 	    0.00000 	    0.00000 	    0.43160 	    0.02381 	 52122703.82035 	 13129786.43134 	    4.23835 	    4.45623 	    4.61466 	    0.86131 	    0.00016 	    0.00006 	    0.00060 	    0.00073 	    0.00116 	   -0.00025 	    0.00000 	    0.00000 	    0.82186 	    0.75768 	    0.17581 	    0.24177 	  -10.85687 	  -10.57630
36253	1	1	not_interacting	    2.06579	    0.71846	  147.74942	  147.74942 	    4.03440 	    3.83806 	    1.41877 	    0.32509 	    0.29538 	    0.25485 	    0.69854 	    0.73895 	    1.41913 	    0.32412 	    0.00000 	    0.00000 	    0.16385 	    0.00969 	 97846062.65406 	 16421584.60041 	    4.42487 	    4.45370 	    2.06610 	    0.71221 	    0.00000 	    0.00002 	    0.00001 	    0.00070 	    0.00000 	   -0.00075 	    0.00000 	    0.00000 	    0.98776 	    0.77288 	    0.01222 	    0.22737 	  -14.85973 	  -10.31534
36360	1	1	strip_CEE_HG	    4.89333	    2.60449	  214.36272	  214.36272 	    4.25021 	    4.10176 	    2.92311 	    1.80225 	    0.49331 	    0.29726 	    0.50085 	    0.69674 	    2.92344 	    1.80263 	    0.00000 	    0.00000 	    0.48439 	    0.22087 	 59271080.98020 	 60003420.10325 	    4.15870 	    4.41186 	    4.89493 	    2.60746 	    0.00020 	    0.00006 	    0.00073 	    0.00024 	    0.00162 	    0.00044 	    0.00000 	    0.00000 	    0.79869 	    0.92341 	    0.19802 	    0.07570 	  -10.47832 	  -13.18945
36452	1	1	strip_RLOF_HG	    7.45944	    7.33716	  226.58897	  226.58897 	    4.36616 	    4.36275 	    3.37681 	    3.35368 	    0.27737 	    0.27658 	    0.71666 	    0.71744 	    3.37737 	    3.35425 	    0.00000 	    0.00000 	    0.47935 	    0.47461 	 3181366.66356 	 3185942.66104 	    4.35147 	    4.35394 	    7.45586 	    7.33430 	    0.00030 	    0.00030 	    0.00102 	    0.00102 	    0.00280 	    0.00280 	    0.00000 	    0.00000 	    0.74200 	    0.74200 	    0.25197 	    0.25197 	   -9.41761 	   -9.46305
36474	1	1	strip_RLOF_HG	    2.30820	    1.53719	    4.76793	    4.76793 	    4.06556 	    3.96179 	    1.61036 	    0.98818 	    0.30626 	    0.27258 	    0.68772 	    0.72120 	    1.61071 	    0.98831 	    0.00000 	    0.00000 	    0.19732 	    0.09377 	 94860092.00375 	 70851313.53616 	    4.40645 	    4.45536 	    2.31062 	    1.53492 	    0.00000 	    0.00001 	    0.00000 	    0.00008 	    0.00001 	    0.00001 	    0.00000 	    0.00000 	    0.99751 	    0.92862 	    0.00248 	    0.07126 	  -18.00919 	   -8.85088
36535	2	1	strip_RLOF_HG	    8.64065	    7.01060	    4.77718	   36.83134 	    0.00000 	    4.31975 	    0.00000 	    3.52909 	    0.00000 	    0.61815 	    0.00000 	    0.37602 	    0.00000 	    3.52949 	    0.00000 	    0.00000 	    0.00000 	    0.64830 	    0.00000 	 36758381.84248 	    0.00000 	    3.98559 	    0.00000 	    6.99575 	    0.00000 	    0.00030 	    0.00000 	    0.00102 	    0.00000 	    0.00280 	    0.00000 	    0.00000 	    0.00000 	    0.74200 	    0.00000 	    0.25197 	    0.00000 	   -9.09477
36546	1	1	merger_MS	    4.23184	    1.50669	    1.78120	    1.78120 	    4.23834 	    3.95676 	    2.53578 	    0.94751 	    0.25835 	    0.25253 	    0.73555 	    0.74129 	    2.53699 	    0.95024 	    0.00000 	    0.00000 	    0.31446 	    0.08350 	 2618858.63643 	 1508473.92628 	    4.43483 	    4.46959 	    4.23069 	    1.50428 	    0.00021 	    0.00022 	    0.00076 	    0.00091 	    0.00169 	    0.00188 	    0.00000 	    0.00000 	    0.79081 	    0.76695 	    0.20570 	    0.22888 	  -11.21638 	  -12.37428
36634	1	1	strip_RLOF_HG	    4.34108	    3.09207	   23.82914	   23.82914 	    4.23370 	    4.15032 	    2.62476 	    2.06740 	    0.33064 	    0.28649 	    0.66346 	    0.70751 	    2.62508 	    2.06784 	    0.00000 	    0.00000 	    0.36824 	    0.25631 	 30416142.97630 	 30492554.38331 	    4.33859 	    4.41489 	    4.34129 	    3.09108 	    0.00013 	    0.00014 	    0.00052 	    0.00052 	    0.00090 	    0.00096 	    0.00000 	    0.00000 	    0.83848 	    0.84833 	    0.15970 	    0.14968 	  -11.24878 	  -12.33216
36637	1	1	not_interacting	    2.11702	    0.57328	  319.87043	  319.87043 	    4.04249 	    3.81541 	    1.45618 	    0.20611 	    0.28932 	    0.25288 	    0.70460 	    0.74094 	    1.45656 	    0.20536 	    0.00000 	    0.00000 	    0.16637 	   -0.00452 	 79981166.34195 	 7500579.13940 	    4.43045 	    4.45199 	    2.11759 	    0.56632 	    0.00000 	    0.00016 	    0.00001 	    0.00114 	    0.00000 	    0.00137 	    0.00000 	    0.00000 	    0.99286 	    0.66795 	    0.00713 	    0.32885 	  -15.48929 	  -10.65149
36657	1	1	merger_HG	    2.02507	    0.67239	   43.43838	   43.43838 	    4.03401 	    3.82971 	    1.36933 	    0.27899 	    0.26246 	    0.25197 	    0.73137 	    0.74185 	    1.36971 	    0.28468 	    0.00000 	    0.00000 	    0.13989 	    0.00332 	 23942639.60636 	 2394890.17296 	    4.46433 	    4.45687 	    2.02519 	    0.66592 	    0.00002 	    0.00028 	    0.00011 	    0.00123 	    0.00007 	    0.00259 	    0.00000 	    0.00000 	    0.94700 	    0.69432 	    0.05278 	    0.29965 	  -13.18184 	  -11.19042
36682	1	1	merger_MS	    5.85144	    3.67207	    2.55033	    2.55033 	    4.29510 	    4.19221 	    3.17436 	    2.36058 	    0.47716 	    0.31842 	    0.51700 	    0.67566 	    3.17469 	    2.36091 	    0.00000 	    0.00000 	    0.52024 	    0.31912 	 38321574.90464 	 38005500.61224 	    4.16395 	    4.36451 	    5.84767 	    3.67270 	    0.00028 	    0.00011 	    0.00095 	    0.00043 	    0.00252 	    0.00065 	    0.00000 	    0.00000 	    0.75519 	    0.86006 	    0.23947 	    0.13858 	   -9.84273 	  -11.85626
36709	1	 - 	 single 	   5.58254	 - 	 - 	 - 	    4.17651 	 - 	    3.38991 	 - 	    0.95028 	 - 	    0.04389 	 - 	    3.39020 	 - 	    0.00000 	 - 	    0.86520 	 - 	 80958003.89970 	 - 	    3.45333 	 - 	    5.57456 	 - 	    0.00029 	 - 	    0.00100 	 - 	    0.00266 	 - 	    0.00000 	 - 	    0.74601 	 - 	    0.24824 	 - 	   -9.43248 	 -
36768	1	1	strip_RLOF_HG	    4.73593	    4.63051	    5.05474	    5.05474 	    4.25569 	    4.25046 	    2.75369 	    2.71702 	    0.32684 	    0.32287 	    0.66726 	    0.67123 	    2.75401 	    2.71735 	    0.00000 	    0.00000 	    0.38871 	    0.38086 	 23864849.93257 	 23851031.91824 	    4.33554 	    4.34149 	    4.73816 	    4.63260 	    0.00014 	    0.00014 	    0.00055 	    0.00053 	    0.00101 	    0.00095 	    0.00000 	    0.00000 	    0.82980 	    0.83460 	    0.16820 	    0.16353 	  -10.96192 	  -11.05325
36783	1	1	strip_postHG	    4.28661	    2.64410	 1060.10541	 1060.10541 	    4.23239 	    4.11124 	    2.58877 	    1.81063 	    0.30813 	    0.26979 	    0.68594 	    0.72412 	    2.58913 	    1.81122 	    0.00000 	    0.00000 	    0.35285 	    0.20610 	 22863170.93893 	 22747488.36855 	    4.36372 	    4.44804 	    4.28611 	    2.64676 	    0.00013 	    0.00013 	    0.00053 	    0.00047 	    0.00092 	    0.00102 	    0.00000 	    0.00000 	    0.83684 	    0.86488 	    0.16131 	    0.13307 	  -11.31880 	  -12.86958
36825	1	1	merger_HG	    2.38736	    1.02474	   20.41583	   20.41583 	    4.08499 	    3.88370 	    1.64143 	    0.56503 	    0.26004 	    0.25267 	    0.73381 	    0.74116 	    1.64212 	    0.56481 	    0.00000 	    0.00000 	    0.17399 	    0.03838 	 12557297.91299 	 4041062.55963 	    4.46810 	    4.45985 	    2.39091 	    1.01998 	    0.00009 	    0.00017 	    0.00033 	    0.00093 	    0.00067 	    0.00123 	    0.00000 	    0.00000 	    0.89790 	    0.73197 	    0.10083 	    0.26508 	  -13.32508 	  -11.55121
36838	1	1	merger_HG	    2.16894	    1.31146	   36.29425	   36.29425 	    4.05248 	    3.92807 	    1.48944 	    0.80015 	    0.27429 	    0.25894 	    0.71959 	    0.73486 	    1.48990 	    0.79987 	    0.00000 	    0.00000 	    0.16303 	    0.06719 	 45071852.07479 	 25738514.44977 	    4.44791 	    4.46171 	    2.16976 	    1.30810 	    0.00000 	   -0.00001 	    0.00000 	    0.00030 	    0.00000 	   -0.00068 	    0.00000 	    0.00000 	    0.99587 	    0.86158 	    0.00412 	    0.13889 	  -14.90105 	  -11.08096
36938	1	1	strip_postHG	    7.70949	    7.30587	 2850.05747	 2850.05747 	    4.35992 	    4.35031 	    3.55337 	    3.46138 	    0.45911 	    0.43276 	    0.53505 	    0.56140 	    3.55368 	    3.46168 	    0.00000 	    0.00000 	    0.58011 	    0.55333 	 20394232.29712 	 20292859.72429 	    4.16327 	    4.19414 	    7.69351 	    7.29578 	    0.00030 	    0.00030 	    0.00102 	    0.00102 	    0.00280 	    0.00280 	    0.00000 	    0.00000 	    0.74200 	    0.74200 	    0.25197 	    0.25197 	   -9.05251 	   -9.23601
37025	1	1	merger_HG	    5.03799	    0.95519	    2.81615	    2.81615 	    4.21547 	    3.87468 	    3.12327 	    0.51667 	    0.74145 	    0.25770 	    0.25271 	    0.73608 	    3.12379 	    0.51579 	    0.00000 	    0.00000 	    0.65394 	    0.03223 	 86932313.55638 	 27227450.98040 	    3.83184 	    4.45772 	    5.03729 	    0.95010 	    0.00027 	   -0.00002 	    0.00092 	    0.00036 	    0.00224 	   -0.00100 	    0.00000 	    0.00000 	    0.76360 	    0.81822 	    0.23160 	    0.18254 	   -9.97194 	   -9.98411
37026	1	1	strip_RLOF_HG	    2.30734	    2.17950	    8.01241	    8.01241 	    4.06738 	    4.05156 	    1.60188 	    1.50496 	    0.29307 	    0.28776 	    0.70088 	    0.70616 	    1.60226 	    1.50536 	    0.00000 	    0.00000 	    0.18944 	    0.17262 	 72243727.38318 	 71426687.30941 	    4.42205 	    4.43091 	    2.30975 	    2.18037 	    0.00001 	    0.00000 	    0.00003 	    0.00000 	    0.00006 	    0.00000 	    0.00000 	    0.00000 	    0.98825 	    0.99772 	    0.01164 	    0.00227 	  -16.67053 	  -16.62546
37054	1	1	merger_MS	    2.15111	    0.90944	    2.14734	    2.14734 	    4.04909 	    3.86690 	    1.47760 	    0.47716 	    0.27871 	    0.25491 	    0.71519 	    0.73889 	    1.47802 	    0.47637 	    0.00000 	    0.00000 	    0.16388 	    0.02804 	 55194654.91281 	 15001211.30046 	    4.44250 	    4.45662 	    2.15184 	    0.90412 	    0.00000 	    0.00003 	    0.00000 	    0.00065 	    0.00000 	   -0.00056 	    0.00000 	    0.00000 	    0.99599 	    0.78795 	    0.00401 	    0.21209 	  -15.06245 	  -10.72980
37069	1	1	merger_HG	    2.29139	    1.41323	   19.03091	   19.03091 	    4.06708 	    3.94360 	    1.58466 	    0.88329 	    0.28291 	    0.26257 	    0.71102 	    0.73121 	    1.58509 	    0.88308 	    0.00000 	    0.00000 	    0.18143 	    0.07770 	 55302112.74710 	 36978782.37139 	    4.43505 	    4.46180 	    2.29357 	    1.41036 	    0.00001 	   -0.00001 	    0.00005 	    0.00020 	    0.00010 	   -0.00034 	    0.00000 	    0.00000 	    0.98260 	    0.88214 	    0.01721 	    0.11800 	  -15.44602 	  -10.76624
37074	1	1	merger_HG	    2.75944	    0.50466	   29.03396	   29.03396 	    4.12912 	    3.82012 	    1.86942 	    0.24046 	    0.25255 	    0.25138 	    0.74128 	    0.74244 	    1.87216 	    0.21351 	    0.00000 	    0.00000 	    0.19973 	    0.00324 	    0.00000 	    0.00000 	    4.47908 	    4.42224 	    2.76065 	    0.49738 	    0.00025 	    0.00027 	    0.00089 	    0.00101 	    0.00217 	    0.00242 	    0.00000 	    0.00000 	    0.76963 	    0.70876 	    0.22575 	    0.28535 	  -12.48834 	  -11.90474
37105	1	1	strip_RLOF_MS	    3.41296	    2.39201	    0.97452	    0.97452 	    4.16877 	    4.07735 	    2.27864 	    1.66558 	    0.36545 	    0.29813 	    0.62866 	    0.69586 	    2.27894 	    1.66595 	    0.00000 	    0.00000 	    0.32503 	    0.20135 	 74138485.29168 	 74299574.75725 	    4.32072 	    4.41426 	    3.41490 	    2.39563 	    0.00016 	    0.00001 	    0.00063 	    0.00002 	    0.00121 	    0.00005 	    0.00000 	    0.00000 	    0.83246 	    0.98682 	    0.16497 	    0.01309 	  -11.84806 	  -15.22342
37124	1	1	merger_HG	    2.07301	    1.78165	   19.15568	   19.15568 	    4.03811 	    3.99734 	    1.41524 	    1.18068 	    0.27778 	    0.27035 	    0.71609 	    0.72346 	    1.41564 	    1.18092 	    0.00000 	    0.00000 	    0.15467 	    0.11892 	 58033677.83526 	 53518953.17649 	    4.44473 	    4.45577 	    2.07336 	    1.78057 	    0.00000 	    0.00001 	    0.00001 	    0.00007 	    0.00000 	    0.00001 	    0.00000 	    0.00000 	    0.99004 	    0.94817 	    0.00995 	    0.05173 	  -13.94625 	  -11.27393
37136	1	1	strip_postHG	    2.31773	    1.07008	  102.47578	  102.47578 	    4.06943 	    3.89189 	    1.60676 	    0.60796 	    0.28868 	    0.25769 	    0.70527 	    0.73609 	    1.60716 	    0.60721 	    0.00000 	    0.00000 	    0.18779 	    0.04346 	 63940735.96031 	 25640684.60539 	    4.42731 	    4.45910 	    2.32029 	    1.06554 	    0.00001 	   -0.00002 	    0.00004 	    0.00035 	    0.00008 	   -0.00087 	    0.00000 	    0.00000 	    0.98199 	    0.82805 	    0.01786 	    0.17257 	  -15.73231 	  -10.32641
37172	1	1	strip_postHG	    3.57268	    2.85953	  901.39206	  901.39206 	    4.18764 	    4.13081 	    2.30097 	    1.93748 	    0.29492 	    0.27705 	    0.69912 	    0.71691 	    2.30137 	    1.93799 	    0.00000 	    0.00000 	    0.29846 	    0.23038 	 26827684.66439 	 26754591.00306 	    4.39375 	    4.43281 	    3.57395 	    2.85904 	    0.00018 	    0.00014 	    0.00066 	    0.00051 	    0.00135 	    0.00100 	    0.00000 	    0.00000 	    0.81784 	    0.85392 	    0.17934 	    0.14401 	  -11.76753 	  -12.59806
37196	1	1	strip_CEE_HG	   10.50007	    7.29137	  507.58686	  507.58686 	    4.43481 	    4.36037 	    3.86943 	    3.34921 	    0.31562 	    0.28316 	    0.67851 	    0.71088 	    3.86976 	    3.34969 	    0.00000 	    0.00000 	    0.58834 	    0.47712 	 4079620.35205 	 4085987.46198 	    4.28159 	    4.34609 	   10.49375 	    7.28869 	    0.00030 	    0.00030 	    0.00102 	    0.00102 	    0.00280 	    0.00280 	    0.00000 	    0.00000 	    0.74200 	    0.74200 	    0.25197 	    0.25197 	   -9.52821 	   -9.47187
